id,referencia,nombre,descripcion,id_tipo,cantidad,precio,descuento,iva,aplicarIva
740,EID-12362,Vegetable Stir-Fry Sauce,Savory sauce for vegetable and meat stir-fries.,2,2,3.49,25,7,true
741,ECE-13813,Honey Roasted Almonds,Sweet and crunchy roasted almonds.,1,16,4.99,22,11,true
742,SMH-15606,Coloring Books for Adults,Intricate designs for adults to relax and unwind.,4,11,14.99,20,11,true
743,OZD-24576,Basil Pesto Pasta,"Pasta tossed with fresh basil pesto, simple and delicious.",2,9,6.49,10,11,false
744,ADK-43813,Stylish Combat Boots,Bold combat boots that make a statement with any outfit.,3,24,99.99,17,11,true
745,AVB-46488,Maple Oatmeal,Delicious maple-flavored oatmeal for a quick breakfast.,4,13,2.99,25,7,true
746,QVN-51175,Magnetic Screen Door,Keep bugs out while allowing fresh air in during summer.,2,4,24.99,23,7,true
747,NLI-09029,Portable Electric Fan,Compact fan for personal cooling at work or home.,4,6,24.99,25,7,true
748,MHQ-42579,Baked Mac and Cheese,Creamy macaroni and cheese baked to perfection.,2,7,5.99,5,21,false
749,RAA-27994,Chocolate Coconut Granola,"Crunchy granola with chocolate and coconut, great for breakfast or snacks.",1,3,3.79,18,21,false
750,YSA-42133,Self-Cleaning Water Bottle,Water bottle with built-in UV-C light for self-cleaning.,3,16,49.99,19,21,false
751,ZXZ-39703,Smartphone Tripod with Bluetooth Remote,Tripod with wireless remote for effortless photo-taking.,4,22,29.99,17,7,true
752,VTJ-69597,Fresh Cilantro,"Bright and fragrant cilantro, great for garnishes.",4,22,1.49,13,7,false
753,HOW-53410,Cordless Electric Screwdriver,Rechargeable screwdriver with multiple bits for DIY projects.,5,13,39.99,8,21,false
754,OPK-83377,Coconut Chips,"Crunchy, toasted coconut chips for snacking.",4,5,3.59,20,11,false
755,BCP-88658,Electric Can Opener,Automatic can opener for easy meal prep.,6,8,29.99,10,7,true
756,YFE-06643,Spicy Thai Chili Sauce,A sweet and spicy sauce for dipping or cooking.,1,9,3.29,8,7,false
757,QBE-26016,Smart Air Purifier,Filters allergens and pollutants from the air for a healthier home.,2,2,199.99,13,21,false
758,RHN-86295,Sunglasses Case,Hard-shell case for protecting sunglasses.,4,2,15.99,25,21,true
759,GYF-49440,Board Game,Strategic board game for family game nights.,2,10,34.99,16,21,false
760,ROK-55721,Chickpea Snack Mix,"Crunchy, seasoned chickpeas for a wholesome snack.",1,24,3.49,5,21,true
761,ORR-84160,Smart Water Bottle,Water bottle that tracks your hydration levels.,6,11,39.99,5,7,true
762,EXL-27715,Spicy Tuna Sushi Kit,Everything you need to make delicious spicy tuna rolls at home.,3,12,8.99,13,11,true
763,MSU-66487,Pasta Primavera Kit,Quick meal kit with pasta and fresh vegetables.,1,9,7.49,21,21,false
764,OTA-41794,Mediterranean Couscous Salad,"Couscous salad with cucumbers, tomatoes, feta, and olives, ready to eat.",4,18,5.49,10,21,false
765,XLQ-92417,Set of Silicone Cooking Utensils,Non-stick utensils for safe and easy cooking.,6,2,29.99,9,7,false
766,PNH-85170,Mixed Nuts,"A blend of assorted nuts, perfect for snacking or adding to recipes.",3,25,5.99,22,11,false
767,IPY-73455,LED Christmas Tree Lights,String lights for decorating holiday trees.,3,2,34.99,5,11,false
768,TPK-87737,Brownie Bites,"Fudgy brownie bites, perfect for sharing or snacking.",1,14,4.99,6,21,true
769,XPV-53671,Cranberry Almond Biscotti,Crispy and delicious biscotti flavored with cranberry and almond.,4,9,4.19,14,11,false
770,AUG-96250,Wireless Range Extender,Boost your Wi-Fi signal for better coverage.,3,15,49.99,12,7,false
771,GFF-77799,Graphic Sweatshirt,A comfortable sweatshirt featuring a bold graphic print.,5,8,34.99,7,11,false
772,YLQ-64416,Almond Flour Pancake Mix,Gluten-free pancake mix made with almond flour.,4,7,5.99,14,11,true
773,YKY-34449,Classic Caesar Salad Kit,Everything you need for a fresh and delicious Caesar salad.,5,22,4.99,6,7,true
774,MHU-94978,Lasagna Noodles,Wide pasta sheets for making lasagna.,4,14,1.89,22,11,true
775,IUC-50134,Camping Chair with Cooler,Foldable chair equipped with a cooler pouch.,1,22,49.99,21,21,false
776,PCU-07969,Non-Slip Yoga Socks,Yoga socks designed to provide better grip and stability.,3,20,12.99,18,7,true
777,GHV-13037,Cereal Dispenser with Portion Control,Maintain freshness and dispense cereal easily.,5,17,24.99,6,11,true
778,EGK-81314,High-Waisted Skirt,"Chic high-waisted skirt, perfect for professional or casual settings.",2,25,34.99,8,7,true
779,HCN-51199,Desk Organizer Set,Stylish desk set to keep your workspace tidy and organized.,6,9,29.99,11,11,false
780,GDW-40321,Eggs (dozen),"Farm fresh eggs, essential for breakfast.",1,4,2.99,5,7,false
781,NSY-10035,Carrot Ginger Soup,"Smooth soup made from carrots and ginger, great for cold days.",4,9,4.29,16,21,true
782,OLP-57860,Bicycle Lock,Heavy-duty bicycle lock for security.,4,18,29.99,6,21,false
783,RKA-97733,Kids' Building Blocks,Colorful building blocks for creative play.,4,5,19.99,10,7,false
784,SFF-24163,Travel Beach Blanket,Sand-resistant and compact for outdoor and beach use.,1,12,29.99,24,11,true
785,QKJ-72304,Cinnamon Roll Dough,Ready-to-bake cinnamon roll dough for easy breakfasts.,5,2,4.49,19,21,false
786,TOF-43063,Chocolate Mint Cookies,Delicious cookies with rich chocolate flavor and a hint of mint.,1,13,2.29,12,7,true
787,UJK-50862,Breathable Face Mask Set,Comfortable and reusable face masks in different styles.,3,4,14.99,16,7,true
788,TPI-66694,Sweet Potato & Kale Hash,"Savory hash made with sweet potatoes and kale, a perfect side dish.",5,21,5.49,20,11,false
789,IVV-99482,Chocolate Chip Cookie Dough,Ready-to-bake cookie dough packed with chocolate chips.,2,14,5.49,18,7,true
790,GXZ-97366,Greek Feta Cheese,Creamy and crumbly cheese for salads and dishes.,2,3,4.99,17,11,true
791,TWT-22891,Wireless Smart Plug,Control home appliances remotely using your smartphone app.,5,25,19.99,21,7,true
792,TTA-97847,Grass Fed Beef Patties,Juicy burger patties made with grass-fed beef,3,16,9.99,21,7,true
793,KGD-65789,Ripped Boyfriend Jeans,"Stylish ripped boyfriend jeans for a relaxed, effortlessly cool vibe.",1,14,54.99,22,11,true
794,XSG-84125,Zucchini Noodles,"Spiralized zucchini, a healthy alternative to pasta.",1,18,3.99,25,7,true
795,NVF-80091,Dried Cranberries,"Sweet and tart dried cranberries, great for salads and baking.",3,18,4.29,21,11,false
796,QEU-85239,Digital Bullet Journal,Stylish digital journaling app for notes and organizing tasks.,2,4,24.99,18,21,true
797,ASW-75319,Chipotle Black Bean Burger,"Spicy black bean burgers, great on the grill.",4,4,4.99,23,21,true
798,KLM-41695,Car Trash Can,Compact trash can for keeping your car clean.,1,12,12.99,15,21,true
799,WWW-03356,Weighted Blanket for Adults,A calming blanket that provides gentle pressure for relaxation.,2,14,59.99,17,7,true
800,QFT-34332,Peanut Butter Banana Smoothie Mix,"Smoothie mix combining peanut butter and banana, great for a quick breakfast.",1,14,4.49,18,7,false
801,XZY-78509,Garam Masala Spice Blend,A fragrant Indian spice blend for curries and stews.,6,12,2.79,8,11,true
802,KDI-43063,Vegan Mac & Cheese,Creamy vegan mac and cheese made with cashew cheese.,5,5,8.99,24,11,true
803,QHI-48842,Garden Tool Set,Complete set of gardening tools for all your needs.,1,15,34.99,12,7,false
804,YHJ-51825,Honey Sesame Chicken,A delicious chicken dish featuring honey and sesame flavors.,6,2,8.99,22,7,true
805,RJG-76866,Graphic Print Leggings,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear.",5,23,29.99,25,21,false
806,DSX-17373,Siphon Coffee Maker,Unique coffee brewing method for a flavorful experience.,1,13,49.99,22,7,true
807,GDB-23999,Linen Trousers,Breathable linen trousers perfect for hot weather.,2,10,44.99,17,7,true
808,UOV-81924,Fried Rice,"Pre-cooked vegetable fried rice, just heat and serve.",3,12,4.29,5,11,false
809,FJP-72070,Garam Masala Spice Blend,A fragrant Indian spice blend for curries and stews.,6,15,2.79,18,7,false
810,YKW-54753,Chocolate Coconut Protein Balls,No-bake protein balls with chocolate and coconut flavors.,2,15,2.99,6,21,true
811,ROD-57438,Ethically-Sourced Coffee Beans,Freshly roasted coffee beans with rich flavor.,1,8,9.99,15,7,false
812,ABI-41889,Travel Size Toiletry Bottles,Leak-proof bottles for travel-sized toiletries.,5,12,9.99,17,7,true
813,XRJ-87625,Energy Bites,Healthy energy bites made with oats and natural sweeteners.,5,17,3.99,5,11,false
814,AXD-91672,Survival Gear Kit,Essential survival gear kit for emergencies.,5,23,59.99,11,21,true
815,TGW-29809,Bock Beer Mustard,"Flavorful mustard with a tangy kick, perfect for hot dogs and sandwiches.",4,17,2.29,10,11,false
816,GLJ-80295,Overnight Hiking Backpack,Durable backpack with ample storage for outdoor adventures.,1,7,79.99,20,7,true
817,EYD-58512,Window Blinds,Adjustable window blinds for privacy and light control.,6,10,59.99,21,21,false
818,OBD-16143,Frozen Acai Bowl,Healthy frozen acai bowl with toppings.,2,8,6.49,13,21,false
819,MQE-08774,Honey BBQ Riblets,"Tender riblets coated in a honey barbecue glaze, perfect for grilling or baking.",6,8,12.99,20,11,true
820,HXF-55660,Emergency Preparedness Kit,Complete kit for emergency situations including food and water.,5,20,99.99,9,11,true
821,EBH-88692,Portable Hammock,Lightweight hammock for easy setup anywhere.,6,21,27.99,14,21,false
822,IEM-79121,Sporty Cap,Stylish cap to complete your athletic look.,3,6,15.99,10,7,true
823,HXH-18754,Kettle BBQ Grill,Charcoal kettle grill perfect for backyard barbecues.,6,20,99.99,5,21,true
824,FED-91198,Crispy Rice Treats,Classic marshmallow treats made with crispy rice.,4,10,3.5,5,21,false
825,GGF-36965,Wine Glasses,Set of elegant wine glasses for special occasions.,5,9,29.99,10,7,true
826,LOK-12284,Maple Bacon Popcorn,Savory popcorn flavored with maple syrup and bacon bits.,4,19,3.49,7,11,false
827,YIY-60811,Chocolate Chip Muffins,Fresh baked chocolate chip muffins for breakfast.,4,9,3.99,14,21,false
828,TPB-62970,Sliced Cheese,"Assorted sliced cheese, perfect for sandwiches.",2,17,4.49,9,7,true
829,JDB-76115,Bike Helmet,Lightweight bike helmet with adjustable fit.,4,19,34.99,20,11,false
830,HMX-92625,Tennis Racket,Lightweight tennis racket for beginners and advanced players.,2,6,89.99,25,21,false
831,MUY-41946,Energy Protein Bars,Nutritious bars packed with protein for energy,6,9,2.29,9,21,true
832,VMX-73599,Handcrafted Wooden Coasters,Set of unique wooden coasters for drinks and decor.,1,25,19.99,22,7,false
833,NBM-56991,Spicy Kimchi,"Traditional Korean fermented vegetables, packed with flavor.",4,24,4.79,9,11,false
834,SWP-70621,Pineapple Coconut Bars,Refreshing dessert bars made with pineapple and coconut.,2,9,3.79,23,11,false
835,FPZ-52951,Silicone Baking Cups,Set of reusable baking cups for muffins and cupcakes.,1,2,10.99,19,21,false
836,MWI-80401,Matcha Green Tea Powder,High-quality matcha for making traditional tea or lattes.,2,11,14.99,5,7,true
837,BTD-40274,Travel Pillow with Memory Foam,Ergonomically designed neck pillow for comfortable travel.,6,19,29.99,8,7,true
838,DMM-55908,Lasagna Noodles,Wide pasta sheets for making lasagna.,2,15,1.89,24,7,false
839,PCR-95795,Portable Hammock Swing,Lightweight and portable swing hammock for relaxing outdoors.,1,15,59.99,11,11,false
840,FHY-46484,High-Pressure Handheld Shower Head,Shower head designed for a strong spray and complete coverage.,4,9,39.99,24,7,false
841,HDQ-62934,Voice-Controlled Speaker,Smart speaker with Alexa and music streaming features.,4,21,99.99,7,21,true
842,SUG-68067,High-Speed Blender,Powerful blender for smoothies and soups.,2,2,99.99,22,11,false
843,KMW-39533,Pasta Salad Kit,All-in-one kit for making pasta salad easily.,1,24,5.99,21,21,true
844,TIQ-83753,Peanut Butter Cookies,Soft and chewy cookies made with creamy peanut butter.,4,14,3.49,9,21,false
845,CIW-04355,Dried Apricots,"Sweet, chewy dried apricots, great for snacking or baking.",2,15,3.79,21,11,true
846,ZAX-46916,Portable Leaf Blower,Lightweight leaf blower for maintaining outdoor spaces.,1,24,149.99,17,7,true
847,SNN-61205,Vegetable Lentil Soup,"A hearty soup made with lentils, a variety of vegetables, and spices, ideal for a nutritious meal.",4,24,3.49,7,11,true
848,ICM-75630,Artisan Cornbread Mix,"Mix for homemade cornbread, just add water and bake for a delicious side.",5,10,2.49,19,7,true
849,BYZ-92533,Emergency Preparedness Kit,Complete kit for emergency situations including food and water.,2,11,99.99,15,7,false
850,JSZ-72118,Garden Hose Reel,Compact hose reel to keep your garden tidy.,1,5,49.99,17,7,false
851,INJ-04758,Cinnamon Apple Sauce,Delicious apple sauce with a hint of cinnamon,4,5,2.49,16,7,true
852,FMQ-17292,Ski Goggles,Anti-fog ski goggles for winter sports.,3,17,49.99,19,7,true
853,OCA-51329,Miso Soup Starter,Miso paste for making traditional Japanese miso soup.,5,2,2.99,18,21,true
854,OZB-11577,Mini Projector,Portable projector with 1080p resolution for movies.,6,10,169.99,8,11,true
855,AZU-21395,Luxe Velvet Blazer,Elevate your outfit with this sophisticated velvet blazer.,5,9,89.99,12,21,true
856,XCZ-58476,Fitness Jump Rope with LCD Counter,Weighted jump rope that counts jumps and calories burned.,4,3,15.99,14,11,true
857,CGQ-08945,Miso Soup Starter,Miso paste for making traditional Japanese miso soup.,5,3,2.99,25,11,true
858,FDT-56469,Solar String Lights,Eco-friendly string lights for outdoor decor.,2,12,29.99,22,11,false
859,RST-84134,Sports Bottle,BPA-free sports bottle with flip-top lid.,3,4,15.99,15,7,false
860,NNF-74229,Portable Air Compressor,Compact air compressor for inflating tires and sports equipment.,1,8,44.99,14,21,false
861,TEG-80005,Fishing Tackle Box,Organized tackle box for fishing gear.,3,10,24.99,16,21,true
862,GAA-20532,Oven-Baked Potato Chips,Light and crispy baked potato chips in assorted flavors.,1,23,2.79,24,21,true
863,UDS-54857,Cinnamon Ice Cream,"Creamy ice cream with a warm cinnamon flavor, perfect for dessert.",6,3,4.99,8,21,false
864,HRH-18017,Travel Yoga Mat,Lightweight yoga mat for practicing on the go.,2,22,34.99,13,11,false
865,PPJ-48518,Balsamic Fig Dressing,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",4,20,3.79,16,7,false
866,UOE-76710,Frozen Berry Medley,"A mix of strawberries, blueberries, and raspberries, great for smoothies or desserts.",1,16,5.49,22,21,true
867,QPU-96911,Deluxe First Aid Kit,Comprehensive first aid kit for home and travel.,6,10,39.99,13,11,false
868,JQL-67240,Pineapple Teriyaki Chicken Mix,A perfect blend of pineapple and teriyaki for stir-fry.,6,6,6.99,5,21,true
869,CFP-59361,Miso Soup Starter,Miso paste for making traditional Japanese miso soup.,6,24,2.99,8,7,false
870,SDW-02540,High-Pressure Handheld Shower Head,Shower head designed for a strong spray and complete coverage.,5,24,39.99,24,11,false
871,SZM-02012,Portable Dog Water Bottle,Convenient water bottle for pets on the go.,4,6,18.99,22,7,false
872,FNW-60471,Energy Protein Bars,Nutritious bars packed with protein for energy,5,24,2.29,13,11,true
873,VQJ-26414,Inflatable Party Cooler,Fun inflatable cooler to keep drinks cold at parties.,4,22,19.99,14,7,false
874,EYO-00510,Children's Art Set,All-in-one art set for kids to unleash creativity.,5,13,34.99,14,11,false
875,RFM-92992,Compact Dishwasher,Countertop dishwasher for small kitchens.,4,5,299.99,11,11,true
876,DTF-78461,Fitness Smartwatch,Multifunctional smartwatch for fitness tracking.,6,21,99.99,19,7,false
877,ZNC-63056,Adjustable Skipping Rope,Durable skipping rope with adjustable length for workouts.,3,3,12.99,20,7,false
878,TTE-41974,Air Mattress,Inflatable air mattress for convenient sleeping.,1,7,49.99,15,21,true
879,FCX-25013,Infrared Thermometer Gun,Non-contact thermometer for quick and easy temperature readings.,3,13,29.99,10,7,false
880,UFH-64365,Adjustable Pet Grooming Table,Professional grooming table with adjustable height.,6,19,109.99,5,21,true
881,ZFP-54581,Lemon Herb Grilled Chicken,Tender grilled chicken marinated in lemon herbs.,5,14,9.99,15,11,true
882,JLJ-44797,Magnetic Spice Jars,Convenient magnetic jars for easy spice storage.,3,4,24.99,13,21,true
883,EVA-35485,Maple Oatmeal,Delicious maple-flavored oatmeal for a quick breakfast.,5,6,2.99,7,11,false
884,XKT-56558,Key Finder,Bluetooth-enabled key tracker to find lost items easily.,2,15,19.99,19,21,false
885,SPY-23290,Ginger Turmeric Tea,Herbal tea blend with ginger and turmeric for a soothing drink.,5,20,3.49,5,11,true
886,CAW-75473,Electric Heating Pad,Microwaveable heating pad for muscle pain relief and relaxation.,6,4,20.99,23,7,true
887,TQH-15296,Organic Baby Carrots,Fresh and crunchy baby carrots ready for snacking.,1,23,2.99,23,21,true
888,LAQ-00097,Sweet Potatoes (organic),"Fresh organic sweet potatoes, great for roasting or mashing.",3,4,1.99,19,11,true
889,UXW-95840,Halloween Decoration Set,Fun decorations for Halloween to set a spooky atmosphere.,5,8,29.99,6,7,true
890,JXB-62860,Mediterranean Flatbread,"Artisan bread topped with olives, feta, and herbs, perfect for sharing.",2,8,3.5,19,11,false
891,TOT-24451,Electric Skillet,Versatile electric skillet for stir-frying and searing.,2,8,49.99,15,21,true
892,GXG-20708,Buffalo Stilton Cheese,Spicy blue cheese with a hint of buffalo flavor.,5,19,8.99,16,11,false
893,RLB-13058,Mashed Sweet Potatoes,Creamy mashed sweet potatoes with a hint of cinnamon.,1,12,3.99,9,7,true
894,TPM-60760,Customizable Name Puzzle,Personalized wooden puzzles for children that encourage learning.,6,14,29.99,15,21,false
895,KAW-22007,Acoustic Guitar,Beginner-friendly acoustic guitar with natural finish.,1,5,199.99,7,7,true
896,PPD-12689,Rice Pilaf Mix,Quick and easy rice pilaf mix for side dishes.,5,5,2.59,8,7,true
897,IXW-56970,Travel Makeup Organizer,Compact organizer for cosmetics during travel.,3,15,25.99,15,11,false
898,ZSO-80334,Beet Salad,"Ready-to-eat beet salad with dressing, great side dish.",5,18,3.99,14,11,true
899,XBU-45463,Fishing Tackle Box,Organized tackle box for fishing gear.,5,3,24.99,21,7,false
900,XZJ-76793,Smartphone Projector,DIY projector that magnifies your smartphone screen for movie nights.,1,11,29.99,8,21,true
901,LVD-77785,Spicy Tuna Rolls,"The perfect seafood snack, ready to eat and delicious.",1,17,6.49,25,7,true
902,UYT-91913,Wireless Mouse,Ergonomic wireless mouse with adjustable DPI.,3,16,25.99,7,21,true
903,XYH-48406,Peas (frozen),"Frozen green peas, a great addition to meals.",1,18,1.89,23,21,false
904,CFT-76340,Garden Kneeler and Seat,Convertible kneeler and seat for gardening comfort.,6,3,39.99,14,11,true
905,ARK-13925,Wrap Front Midi Skirt,"Elegant midi skirt with a wrap design, great for both formal and casual events.",4,9,44.99,20,11,true
906,GXU-99290,Maple Syrup,Pure maple syrup for pancakes and more.,3,23,6.99,19,21,false
907,HZX-57895,Maple Pecan Oatmeal Cookies,Soft oatmeal cookies with maple and pecans.,6,20,3.99,7,11,true
908,PRN-89134,Mango Chia Pudding,Healthy chia pudding made with mango and coconut milk.,1,25,4.49,14,21,false
909,RRW-57645,Digital Meat Thermometer,Instant-read thermometer for precise cooking temperatures.,4,7,24.99,8,11,true
910,QUZ-30070,Pumpkin Pancake Mix,Easy-to-make pancake mix with pumpkin spice flavor.,5,16,4.19,12,11,true
911,WEP-60934,Cinnamon Raisin Bread,"Sweet bread with cinnamon and raisins, great for breakfast or snacks.",3,14,3.79,14,11,false
912,KID-93076,Memory Foam Mattress Topper,3-inch memory foam mattress topper for added comfort.,1,2,109.99,25,21,false
913,SQX-20279,Miso Soup Mix,"Instant miso soup mix, just add hot water for a warm meal.",1,20,3.29,16,21,true
914,VHX-61873,Kids' Building Blocks,Colorful building blocks for creative play.,5,22,19.99,11,11,true
915,KTY-47313,Vegetable and Cheese Quesadillas,Flour tortilla filled with cheese and a medley of vegetables.,4,25,6.99,11,11,false
916,LSU-34799,Hand Crank Blender,Manual blender for smoothies and mixing ingredients on the go.,3,17,18.99,17,11,false
917,VQV-47641,Cinnamon Sugar Donuts,Delicious mini donuts dusted with cinnamon sugar.,6,18,4.99,13,7,true
918,OZL-59787,Portable Dog Water Bottle,Convenient water bottle for pets on the go.,5,5,18.99,11,21,false
919,LEM-67445,Chili Garlic Sauce,"Spicy sauce made with chili peppers and garlic, great for stir-frying.",4,11,2.49,12,7,true
920,RIA-32420,Hummus,"Creamy chickpea dip, perfect for veggies or pita.",3,15,4.29,22,7,false
921,BKL-48396,Mesh Laundry Bags Set,Laundry bags perfect for delicates and organizing clothes.,5,24,12.99,23,11,true
922,LED-26191,Electric Kettle,Rapid boil electric kettle with temperature control.,5,3,39.99,5,7,false
923,HYD-16322,Cinnamon Roll Protein Bar,Soft and chewy bar packed with protein and cinnamon flavors.,5,23,2.99,25,7,false
924,LGT-72666,Habanero Hot Sauce,Fiery hot sauce made with fresh habaneros and spices.,6,25,3.79,13,21,true
925,BGR-44271,Cat Tree,Multi-level cat tree for climbing and scratching.,1,14,99.99,5,21,false
926,QAL-31449,Adjustable Bar Stools,Stylish bar stools with adjustable height and swivel features.,1,7,149.99,19,21,true
927,GJR-94955,Frozen Mixed Berries,"A mix of strawberries, blueberries, and raspberries.",3,24,5.99,22,7,true
928,RPJ-67571,Pepper Jack Cheese Sticks,"A spicy, flavorful cheese stick great for snacks or lunchboxes.",4,15,2.49,24,7,true
929,WXS-14854,Organic Coconut Water,Refreshing coconut water packed with electrolytes for hydration.,1,14,2.79,5,11,true
930,KTI-60252,Bicycle Lock,Heavy-duty bicycle lock for security.,2,14,29.99,20,21,true
931,AYO-72739,Caramel Apple Taffy,"Sweet and chewy taffy flavored like caramel apples, great for fall.",3,10,1.99,6,11,false
932,CGB-49949,LED Desk Light,Adjustable LED desk light with brightness settings.,1,19,34.99,14,21,true
933,YQV-05394,Spicy Thai Chili Sauce,A sweet and spicy sauce for dipping or cooking.,3,21,3.29,8,11,true
934,RQI-47611,Vegetable Fried Rice Mix,A quick and easy fried rice mix with colorful veggies and savory seasoning.,6,5,3.99,14,11,false
935,TLF-95788,Spicy BBQ Sauce,A tangy and spicy BBQ sauce that's perfect for grilling.,6,13,3.99,24,21,true
936,EBN-31287,Almond Joy Snack Bars,Chewy snack bars with coconut and almonds coated in chocolate.,4,10,2.99,13,21,false
937,KTN-39138,USB Flash Drive,32GB USB flash drive with fast data transfer speeds.,2,25,9.99,9,7,false
938,LEQ-70078,Handmade Leather Journal,Beautiful leather-bound journal for writing and sketching.,5,10,39.99,10,21,false
939,TQZ-05825,Garlic Parmesan Roasted Potatoes,Oven-roasted potatoes tossed in garlic and parmesan cheese seasoning.,1,12,3.99,23,7,true
940,RJK-25042,Portable Speakers,Bluetooth speakers with excellent sound quality.,6,4,69.99,9,7,false
941,YPO-39284,Vanilla Pudding Mix,Instant mix for creamy vanilla pudding.,5,5,1.29,8,21,true
942,PXR-06359,Multi-Function Smartphone Holder,"Versatile holder that can be used on desks, cars, and more.",2,21,12.99,10,11,true
943,BFZ-33037,Bamboo Toothbrush Holder,Eco-friendly bamboo holder for toothbrushes.,5,5,14.99,7,7,false
944,RMT-82083,3D Night Light,Color-changing 3D night light for kids' rooms.,3,5,19.99,18,21,true
945,VOS-11397,Wall-Mounted Wine Rack,Stylish and modern holder for storing wine bottles on walls.,2,3,39.99,18,11,true
946,LCX-89906,Teriyaki Beef Jerky,Savory and chewy beef jerky with teriyaki flavor.,6,6,5.49,16,21,true
947,GTV-41799,Golf Polo Shirt,Breathable polo shirt designed for both style and comfort on the greens.,3,5,39.99,15,21,true
948,TQT-29724,Sliced Ham,"Delicious and fully cooked sliced ham, ready to eat.",6,12,5.49,10,11,true
949,ERA-47727,Wooden Children's Play Kitchen,Interactive kitchen set for imaginative play.,3,18,129.99,15,21,false
950,HNS-44988,Chic Ankle Strap Heels,Stylish ankle strap heels for a classy look at any event.,5,12,69.99,15,21,true
951,GOF-38714,Mediterranean Chickpea Bowl,"Chickpeas served with olives, feta, and hummus, a healthy meal.",6,9,6.49,20,21,true
952,GBG-44540,Waterproof Rain Boots,Stay dry with these stylish waterproof rain boots.,4,13,69.99,7,7,true
953,ZAV-04178,Fitness Smartwatch,Multifunctional smartwatch for fitness tracking.,6,7,99.99,17,7,true
954,YPP-04892,Bluetooth Tracker,Smart tracker to locate keys or other items via app.,2,12,19.99,14,7,true
955,UIJ-93610,Smoked Gouda Cheese,Rich and creamy smoked Gouda cheese perfect for snacking.,3,24,5.49,10,7,true
956,IRU-45277,Chocolate Syrup,Rich chocolate syrup for ice cream or beverages.,5,20,2.99,18,7,true
957,NBO-16206,Home Karaoke System,Complete karaoke system with microphones and speakers.,5,19,129.99,24,11,true
958,HFF-24202,Garlic and Herb Cream Cheese,Spreadable cream cheese with garlic and herbs.,6,13,3.49,22,11,false
959,QSR-72402,Pepperoni Pizza Roll-Ups,"Savory pizza filled with pepperoni and cheese, ready to microwave.",3,18,5.99,22,11,false
960,KLX-13529,Reusable Coffee Filter,Eco-friendly coffee filter for brewing.,5,6,10.99,16,21,true
961,GBF-62923,Vegetable Pizza Rolls,"Frozen pizza rolls filled with vegetables and cheese, perfect for snacks.",1,11,6.49,13,7,false
962,BPA-97149,Falafel Mix,Easy-to-make falafel mix for a tasty vegetarian meal.,3,15,2.79,14,21,true
963,ZWP-80176,Portable Air Pump,Compact pump ideal for inflating sports equipment or rafts.,6,11,19.99,25,21,false
964,OXB-63061,Handheld Shower Head,Adjustable shower head for a luxurious shower experience.,3,9,34.99,8,7,true
965,FCO-01961,Travel Document Organizer,"Organize travel documents, passport, and cards.",5,7,15.99,24,7,false
966,HFE-20630,Honey Garlic Shrimp,"Shrimp marinated in a honey garlic sauce, ready to cook.",4,8,8.49,25,21,true
967,BBS-36094,Organic Almonds,"Crunchy and nutritious almonds, perfect for snacking.",1,18,8.99,21,21,true
968,HZZ-57064,Buffalo Cauliflower Bites,Spicy cauliflower bites for a vegetarian snack.,5,7,6.29,13,7,false
969,SVW-55032,Heat-Resistant Silicone Mat,Protects surfaces while baking or cooking with hot items.,2,20,19.99,24,7,false
970,UUG-57003,Induction Cooktop,Portable induction cooktop for quick heating.,6,5,89.99,7,11,true
971,AMG-38776,Digital Alarm Clock,Snooze function and LED display for easy reading.,4,12,19.99,10,7,true
972,RWN-63018,Honey BBQ Ribs,Tender ribs smothered in a honey barbecue sauce.,2,10,12.99,14,21,false
973,YHU-81132,Wireless Charging Pad,Sleek wireless charging pad for smartphones.,1,3,19.99,16,7,true
974,PYU-53973,Mini Indoor Hydroponic Garden,Grow herbs indoors with this easy-to-use hydroponic garden system.,4,17,59.99,13,7,true
975,ZTS-10606,Pita Bread,"Soft pita bread, perfect for sandwiches or dips.",5,24,2.99,14,7,true
976,BRZ-82420,Field Journal,Durable journal for nature observations and notes.,5,15,14.99,5,7,true
977,KKH-07962,Tomato Basil Soup,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches.",6,11,3.49,12,21,true
978,CIN-07434,Homemade Salsa,"Fresh salsa made with tomatoes, onions, and cilantro.",6,3,3.79,21,11,false
979,TBO-28936,Peanut Butter Banana Smoothie Mix,"Smoothie mix combining peanut butter and banana, great for a quick breakfast.",2,2,4.49,18,7,false
980,OEK-69347,Olive Oil,"Extra virgin olive oil, ideal for cooking and salads.",3,24,7.99,23,7,true
981,MQD-98535,Beef Stroganoff Mix,Everything you need to create a hearty beef stroganoff.,3,5,5.49,17,21,true
982,UWB-87506,Coconut Curry Lentil Soup,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor.",6,12,3.99,19,11,true
983,VXY-22134,Basmati Rice,"Aromatic long-grain basmati rice, perfect for curries.",4,12,5.79,11,11,false
984,NIY-36326,Wireless Security System,Comprehensive camera and alert system for home security.,3,16,299.99,11,11,true
